Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,MSFT,SPY,AAPL,MSFT,SPY,AAPL,MSFT,SPY,AAPL,MSFT,SPY,AAPL,MSFT,SPY
Date,,,,,,,,,,,,,,,
2021-06-30,133.5019989013672,259.98187255859375,400.07806396484375,133.94063419010044,260.42332491203257,400.7509992918403,132.43950824826416,258.73427836023995,399.2555842848848,132.73193673192986,259.780344419271,399.2836220683984,63261400,21656500,64827900
2021-07-01,133.80421447753906,260.65362548828125,402.2930603027344,133.86269721920397,260.88394332062984,402.4519600618117,132.33232940247316,258.7342321183935,400.76960779298105,133.15113240638843,258.7438091696623,400.835038783346,52485800,16725300,53441000
2021-07-02,136.42630004882812,266.45977783203125,405.3680725097656,136.4652835854969,266.79567752816956,405.72323677808726,134.27209152787285,261.5173457785115,402.37724253484845,134.41829838230024,261.82445574570187,403.45209077508554,78852600,26458000,57697700
2021-07-06,138.43426513671875,266.4693603515625,404.6296691894531,139.53572463895688,268.1104333301389,405.63908633581775,136.53350195950557,263.24476455954283,401.90056347036705,136.53350195950557,266.8244434060529,405.42411100289456,108181800,31565600,68710400
2021-07-07,140.919921875,268.6479187011719,406.0596618652344,141.23183482081484,269.37729764258523,406.34006819983387,139.05814174627804,265.9799627636496,403.3025183056718,139.9159135024217,268.13928056771834,405.3119686849688,104911600,23260000,63549500
2021-07-08,139.6234588623047,266.2391662597656,402.75103759765625,140.42274763655988,267.49636704168825,403.50808611480505,137.11833949517367,263.7919212302574,399.57327068511836,138.00536723887996,265.7401050538773,400.7509143885333,105575500,24618600,97595200
2021-07-09,141.44622802734375,266.7380676269531,407.05029296875,141.97258743167365,266.8436201918425,407.3493815946714,139.04833216120844,264.2236672937446,402.5547222376829,139.1458132863032,264.6075400651112,404.2557567096167,99890800,23916700,76238600
2021-07-12,140.85165405273438,266.1430969238281,408.5083923339844,142.62570970674338,268.49433627554,408.76076088893643,140.364278087154,265.43290144744316,406.5363351584208,142.51848639937432,267.9089353442858,406.9662573135737,76299700,18931700,52889600
2021-07-13,141.9628448486328,269.65557861328125,407.11578369140625,143.7369001800956,271.4502066850758,409.2187027689948,140.00359917768813,266.21027111145844,406.85408823599073,140.3934939298509,266.33500707591065,407.72328794262097,100827100,26120100,52911300
2021-07-14,145.38424682617188,271.12396240234375,407.7232360839844,145.79365573228569,272.2276079057793,409.29343713942774,143.95136027537654,269.2429355174447,406.48018995953106,144.36076918149035,270.9704073941302,408.8074109821417,127050800,23113700,64130400
2021-07-15,144.73114013671875,269.70355224609375,406.3307800292969,146.21276700697837,271.1239138520069,407.0597909836697,143.37623575739534,268.5519045345298,404.4334804606937,145.47196100861444,270.6344591814496,406.3868556009662,106820300,22604200,55126400
2021-07-16,142.69393920898438,269.43487548828125,403.1436462402344,145.97884856339024,272.6498656125402,407.55510476141916,142.1968210625346,268.1968584208553,402.75111727654803,144.7116829108476,270.70168228808353,407.50838463044124,93251400,26186800,75874700
2021-07-19,138.8534393310547,265.84564208984375,397.1900634765625,140.43254791143656,269.07020954845063,403.209088281005,138.09313385194156,263.38882042015535,394.38617099707693,140.1206200874223,267.6882436982978,398.33031422579336,121434600,32935600,147987000
2021-07-20,142.45999145507812,268.0624694824219,402.8818664550781,143.38601770583355,269.64596306299137,404.152978910122,139.35054523026795,265.1258001402408,397.05910751566546,139.83792120496685,266.8244526302893,397.85354923473506,96350000,26259700,99608200
2021-07-21,141.72889709472656,270.05865478515625,406.14373779296875,142.4404765741107,270.173813707087,406.2839552086843,140.97834896361408,266.11431527092736,402.8351658262947,141.8556195804996,267.6594129528652,404.078212041571,74993500,24364300,64724400
2021-07-22,143.0935821533203,274.6076354980469,406.9943542480469,144.4582288663732,274.8763494100788,407.2373674036416,142.12857241610413,271.9972592293282,405.34006786173984,142.25529492286392,272.4003154535662,406.32141887481384,77338200,23384100,47878500
2021-07-23,144.80914306640625,277.995361328125,411.1814270019531,144.9651069434816,278.30244201944714,411.51788035862415,143.2105505102186,274.9531098439966,408.2373460404216,143.82464898024415,275.78804130305343,408.91960818789283,71447400,22768100,63766600
2021-07-26,145.228271484375,277.4002990722656,412.1907958984375,146.04705940106285,278.01451897326893,412.2001513321197,143.97083337261068,275.08745596802055,410.54586536220575,144.52644902049065,277.35232595583216,410.59258548528925,72434100,23176100,43719200
2021-07-27,143.06430053710938,274.9914855957031,410.312255859375,145.44269688804633,277.90894231723627,411.1814556139232,141.8751023616409,271.54617814543514,407.48965273178777,145.35495793768627,277.76499367762403,411.15341783224966,104818600,33604100,67397100
2021-07-28,141.31951904296875,274.6844177246094,410.14398193359375,143.25928057886588,278.4560190983951,411.51789021824817,138.94112214929507,272.3907283274344,408.72335352250394,141.15381301329907,277.34276730213355,410.9384237416545,118931200,33566900,52472400
2021-07-29,141.9628448486328,274.953125,411.8450622558594,142.8498725143642,276.9876774693035,412.9198819868287,140.92961036922324,274.5500394694676,411.05997579525564,141.0368336570977,274.70359446740275,411.0693312306445,56699500,18168300,47435300
2021-07-30,142.17730712890625,273.4272155761719,409.844970703125,142.63544169374407,275.10668495635474,411.29363706752343,140.47149137109437,272.4675187874959,409.15332449973266,140.73467853831747,273.6767461132666,409.2841865056366,70440600,20944800,68951200
2021-08-02,141.84593200683594,273.3407897949219,408.98504638671875,143.23982039265098,275.2121805728668,412.1067095157106,141.58274477107045,272.30430107664915,408.62988215553224,142.6647202141764,274.8187014564499,411.55528082300833,62880000,16267400,58783300
2021-08-03,143.63943481445312,275.5481872558594,412.3123474121094,144.30225894055675,275.65376915132686,412.43385397257424,141.51446802349406,272.5539374181312,407.5924735593852,142.12856645538005,273.91671999177777,409.7795060797524,64786600,17879000,58053900
2021-08-04,143.23976135253906,274.96270751953125,410.2841796875,144.05854922239413,275.99916705627766,412.28427447929056,142.58667948918819,273.1776564498441,410.0505220211944,143.55168904021573,274.68438727940855,411.03187281061224,56368300,16191300,46732200
2021-08-05,143.34703063964844,277.8513488769531,412.8824768066406,144.10733603044793,277.9569307324331,412.96659014888616,142.4795019309908,274.5692029085165,411.12536648595767,143.2690486927029,275.31776508444204,411.4431375086628,46397700,13900200,38969700
2021-08-06,142.66366577148438,277.7938232421875,413.56475830078125,143.61059289976055,277.83221931412936,413.9853535543252,142.16580285802874,276.0279846719422,412.9198607907698,142.86867690985883,276.8821288688246,413.2002671340216,54126800,16589300,46930000
2021-08-09,142.6148681640625,276.7093505859375,413.2283020019531,143.21035833317768,279.7995752873609,413.8544886377314,142.05843483321482,276.2103188203015,412.4618979342041,142.72225212556916,278.07213285524966,413.53671760242094,48908700,16117600,41222600
2021-08-10,142.13653564453125,274.8955993652344,413.7422790527344,144.196344465899,277.5923454778605,414.45260745639985,141.84366893661831,273.70558450774155,412.99458596031207,142.9565505100319,277.1604701311242,413.6768480634151,69023100,18616600,43339300
2021-08-11,142.3903350830078,275.38494873046875,414.7704772949219,143.2298783064216,277.0260217019049,414.86394608441594,142.06818321748432,274.33885367231096,413.6863020866646,142.57581781429272,275.6344499287566,414.8078705152535,48493500,13955900,44034300
2021-08-12,145.34823608398438,278.1296691894531,416.0134582519531,145.5044336133679,278.28322415990436,416.1536756754447,142.37078584930737,274.7995208173079,413.7236301446858,142.71246608285676,275.0778410317268,414.6208676326382,72282600,14561300,38909400
2021-08-13,145.55325317382812,281.0472106933594,416.7705993652344,145.88516176552068,281.09518381779094,416.7892817139917,144.74299521470792,277.64026951768847,415.9761574416634,145.42634081402107,277.81303719840986,416.4621552133837,59375000,18249000,39470300
2021-08-16,147.52520751953125,282.7265930175781,417.7519836425781,147.59354953492934,282.93772741778326,417.8828171396479,142.98582599022765,278.33116667356506,413.91999116430753,145.00657783567002,281.37341744639224,415.47148191493113,103296000,22507600,73740000
2021-08-17,146.61732482910156,281.2679748535156,415.0134582519531,148.07187159409528,281.60387465026935,415.87330259419554,145.5434853619502,279.3485809150683,412.03198379117543,146.65636676617194,280.60581088936834,415.2003672937734,92229700,20075300,92673900
2021-08-18,142.87841796875,279.5467529296875,410.47113037109375,147.13470375005627,283.4794229415405,415.5648794226537,142.6734068529053,279.104426221495,410.2281457688839,146.2365903149313,280.80635995342857,414.004033503329,86326000,21813000,89351900
2021-08-19,143.21031188964844,285.3544616699219,411.10662841796875,144.47939059702847,286.0275472712108,412.30298304453,141.06264825182848,277.5372141574895,407.6111188768107,141.58003947243648,277.5852791245708,407.7513077712783,86960300,29850500,92812200
2021-08-20,144.6648712158203,292.65240478515625,414.3778991699219,144.9674945787487,294.07548533155943,414.7050256555393,143.2884086013903,286.59475375852804,410.96650244315384,143.9327121522913,288.1909033414219,411.45252871527185,60549600,40817600,72008700
2021-08-23,146.14877319335938,292.93133544921875,418.0229797363281,146.61735100093347,293.6524859694501,418.92957275106846,144.37205937525184,290.23905191116444,414.4526832434195,144.78206681885666,291.5851936801916,416.0602493564847,60131800,22830200,54973000
2021-08-24,146.06088256835938,290.9794006347656,418.6864929199219,147.27139120779157,293.892847343343,419.2192392352231,145.60206158624175,290.38325427792677,418.17245747210313,145.89492826143862,293.28707625697854,418.6864929199219,48606400,18175800,38744700
2021-08-25,144.8308868408203,290.3928527832031,419.56512451171875,146.7442698916124,292.8735972507259,420.0791600532625,144.28421022511418,288.86401745475416,418.49963168684314,146.24639198416384,292.59474421285233,418.87350683269574,58991300,20006100,40529700
2021-08-26,144.0303497314453,287.585205078125,417.0883483886719,145.57276688380205,290.7967251675743,419.5183656415265,144.00106455542348,287.4506055747187,416.99487960448477,144.82109417148567,289.4121138382239,419.2847079423929,48597200,17666100,57829600
2021-08-27,145.06517028808594,288.19097900390625,420.8175354003906,145.2115961914639,289.29673726337023,421.19138203158167,143.33727014912955,285.4121315880625,417.8360607411706,143.97180225819312,287.4890486022759,417.8921363097158,55802400,22605700,77235100
2021-08-30,149.47763061523438,291.9120788574219,422.6680603027344,149.83883931473636,292.51784992119383,423.4531466839395,145.07491826892314,289.4793992168539,421.2474033554113,145.45564049048158,289.5370889044811,421.4904164695936,90956700,16348100,48357400
2021-08-31,148.21832275390625,290.26788330078125,422.04193115234375,149.16524992421503,292.78709763966935,422.9111310526147,147.6911597437249,289.9024956924805,421.44378220213764,149.0285807911714,292.71018783230056,422.5746776161247,86453100,26285300,59300200
2021-09-01,148.8821258544922,290.2198181152344,422.2660827636719,151.293371319359,293.45058787896966,423.49044653623315,148.71617155840954,289.8929000496603,422.0324251197073,149.1945209265185,291.2198217734967,422.9764111285758,80313700,18983800,48721400
2021-09-02,149.9949951171875,289.56597900390625,423.5653381347656,151.03954929712242,291.69096108011354,424.369106938718,148.77472989529102,288.6332897832502,422.36901184150173,150.20976298790652,290.5756073825475,423.68684470342555,71115500,16285600,42501000
2021-09-03,150.6295623779297,289.556396484375,423.4624328613281,150.9517142276546,290.96022807123313,423.97649682090514,149.44833892893834,288.71024177108217,422.03244913978364,150.10239938899159,289.41214289266503,422.4343619875005,57808700,14747900,47170500
2021-09-07,152.9627227783203,288.63330078125,421.9483337402344,153.51915609845358,289.50830033860336,423.2100907878115,150.71743128739138,286.7294820320938,421.2753985497041,151.28363626481305,289.43139052137866,423.11662202083113,82278300,17180400,51671500
2021-09-08,151.42031860351562,288.6620178222656,421.43438720703125,153.30440154284446,289.0466254254841,422.14471575872943,150.31719373274197,286.0274249293561,419.51837690907405,153.24583117728486,288.24856538239777,421.4157048587594,74420200,15046800,56181900
2021-09-09,150.40504455566406,285.8159484863281,419.63055419921875,152.39651120399355,290.51786328819594,422.98587540724486,150.28788894400816,285.5755650140941,419.3875410597101,151.79126431107525,289.2486315123154,421.2381203442714,57305700,19927000,57970400
2021-09-10,145.42633056640625,284.3351745605469,416.3218994140625,151.7814665359228,288.3832533102999,421.9764037145198,145.16274910531013,284.0178812923482,416.2003928599835,151.3128888573864,286.94095249475373,421.5558370150139,140893200,19633400,89948200
2021-09-13,145.9925537109375,285.56591796875,417.38739013671875,147.81806596111582,287.0563129863409,419.57445120398825,145.21158088499752,282.767851049367,415.07885103030503,147.04686479158386,286.1043745569801,419.31275573342043,102404300,23652900,83738600
2021-09-14,144.59657287597656,288.2582092285156,415.1349792480469,147.4764113119793,289.7966690871103,419.032373751366,143.41536423851278,286.6332148542332,414.24706856986353,146.77353720711707,288.03704590374826,418.8267538323482,109296300,21853400,78197100
2021-09-15,145.4849853515625,293.0948181152344,418.6024169921875,145.88523615519034,293.57558514343583,419.0977701394543,142.88825585423365,290.2102159460255,414.4526542585058,145.0261641661012,291.594827334741,415.5555116773011,83281300,28356300,78792200
2021-09-16,145.25062561035156,293.4794006347656,417.93890380859375,145.42635157507343,293.5659351711585,419.05108831666365,143.71798000246844,289.19096732817496,414.99479371388514,144.90896023332135,292.0755692493566,418.0790927362773,68034100,19550800,77786700
2021-09-17,142.58558654785156,288.3352355957031,413.86761474609375,145.27994241453277,292.78714332382805,417.5899866501967,142.29271983680104,288.0083175119213,413.51131271479295,145.27994241453277,292.4698499713523,417.16807262421446,129868800,41372500,118425000
2021-09-20,139.539794921875,282.9794006347656,406.966796875,141.3945924183066,287.2293931677513,409.3296017705494,137.90952209387459,278.3832700003604,402.10987722418974,140.37933813407227,284.9313131787065,407.7543985068498,123478900,38278700,166445500
2021-09-21,140.01817321777344,283.4602355957031,406.58233642578125,141.1603551264203,286.09485893371766,410.59537031179264,139.38364095370108,282.7583344959058,406.05726871090457,140.50627954269768,284.316015013533,409.30144322368784,75834000,22364100,92526100
2021-09-22,142.38058471679688,287.0948181152344,410.54852294921875,142.94677480134484,288.6717480113228,412.5831820579313,140.28171911608493,283.18139690958066,406.69489742536064,141.01387841720836,285.3160036325235,408.8514237643601,76404300,26626300,102350100
2021-09-23,143.33724975585938,288.03717041015625,415.5366516113281,143.5813028239796,289.3256226623649,417.14001100580157,142.17555476827644,286.0852572405403,412.17996661282217,143.1615238009879,287.35448937329284,412.4143728690153,64838200,18604600,76396000
2021-09-24,143.42510986328125,287.8352355957031,416.2210998535156,143.96202960944674,288.26790832981595,416.9337039803391,142.09746053449825,285.5083101876047,413.6895010133059,142.1950877231893,286.7583221103223,413.90516505538227,53477900,14999000,62094800
2021-09-27,141.91197204589844,282.8544006347656,415.03033447265625,142.48794860245857,285.06591655736753,416.3523605127942,140.39885495340664,281.67170353978287,414.33647253059087,142.00959923062172,284.7486233260551,415.18971469523467,74150700,23571700,61371100
2021-09-28,138.53431701660156,272.6141357421875,406.666748046875,141.3067568929059,279.59488265396965,412.5925453791143,138.31954907870838,271.87376505360436,405.93540163406385,139.8424381686271,278.6525686782069,412.2643708805607,108972300,43186200,130436300
2021-09-29,139.4324188232422,273.0756530761719,407.35113525390625,141.013878143942,275.73909166392633,409.7795802277792,138.65144592439347,272.1237438163445,406.7885546104285,139.08098176355122,274.1333463335849,408.0449684995728,74602000,26353700,82329200
2021-09-30,138.13404846191406,271.0756530761719,402.3724365234375,140.9455448156453,276.7582926672313,409.5264917761639,137.9192805517919,270.78717529668586,402.0348766187246,140.2426707272125,274.71984547108286,408.8232729732289,89056700,32343600,140506000
2021-10-01,139.25668334960938,277.9795227050781,407.1542663574219,139.5202648503588,278.82567743402257,408.8326231008619,135.80089824481317,270.46994350123555,400.58153463739126,138.52452409983053,271.26800391748964,404.0976283486504,94639600,30086300,129240100
2021-10-04,135.8302001953125,272.2198181152344,401.90362548828125,138.82717957779718,276.6813490007705,406.89176913571015,134.98090012736012,269.4698455515758,399.76581284989487,138.3878720570302,276.34480630440487,405.9916570765266,98322000,31350700,128570000
2021-10-05,137.7533416748047,277.6526184082031,406.08538818359375,138.85646652806082,279.22951920014657,408.3262970264828,136.04496985928344,273.1237713059689,402.6068074886927,136.17188224652747,273.1237713059689,403.4037658375677,80861100,24993000,90682500
2021-10-06,138.62216186523438,281.8352355957031,407.77301025390625,138.76858776803195,282.33525208926756,407.9792888496401,135.07850605934124,274.5276001795463,400.8721056221493,136.15234566592073,274.78720381326485,402.49417817520293,83221100,28002600,113032200
2021-10-07,139.88143920898438,283.5082702636719,411.29852294921875,140.78932429837576,285.2294241243567,414.1301397145414,139.32500600229986,282.61405079814455,410.86722352719846,139.65691457441454,283.82556353271264,411.0453745390407,61732700,20430500,72437500
2021-10-08,139.50076293945312,283.5082702636719,410.54852294921875,140.75031377150447,285.2294241243567,412.45192941991166,139.16885425815033,282.4602018561691,409.92033014017494,140.6038878520535,284.8255669837104,412.06749968548957,58773200,17685700,74557400
2021-10-11,139.412841796875,282.9121398925781,407.576171875,141.36526591535699,286.5082674148435,412.79874945849707,138.436629737634,281.4890591068928,407.5105312643394,138.88569383904297,281.6525327868535,409.8921065328173,64452200,19298600,65233300
