Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,MSFT,SPY,AAPL,MSFT,SPY,AAPL,MSFT,SPY,AAPL,MSFT,SPY,AAPL,MSFT,SPY,AAPL,MSFT,SPY
Date,,,,,,,,,,,,,,,,,,
2021-07-28,141.31951904296875,274.68438720703125,410.14398193359375,144.97999572753906,286.2200012207031,438.8299865722656,146.97000122070312,290.1499938964844,440.29998779296875,142.5399932861328,283.8299865722656,437.30999755859375,144.80999755859375,288.989990234375,439.67999267578125,118931200,33566900,52472400
2021-07-29,141.96286010742188,274.9530944824219,411.8450927734375,145.63999938964844,286.5,440.6499938964844,146.5500030517578,288.6199951171875,441.79998779296875,144.5800018310547,286.0799865722656,439.80999755859375,144.69000244140625,286.239990234375,439.82000732421875,56699500,18168300,47435300
2021-07-30,142.17730712890625,273.4271545410156,409.844970703125,145.86000061035156,284.9100036621094,438.510009765625,146.3300018310547,286.6600036621094,440.05999755859375,144.11000061035156,283.9100036621094,437.7699890136719,144.3800048828125,285.1700134277344,437.9100036621094,70440600,20944800,68951200
2021-08-02,141.845947265625,273.3408508300781,408.9850769042969,145.52000427246094,284.82000732421875,437.5899963378906,146.9499969482422,286.7699890136719,440.92999267578125,145.25,283.739990234375,437.2099914550781,146.36000061035156,286.3599853515625,440.3399963378906,62880000,16267400,58783300
2021-08-03,143.639404296875,275.5481872558594,412.31243896484375,147.36000061035156,287.1199951171875,441.1499938964844,148.0399932861328,287.2300109863281,441.2799987792969,145.17999267578125,284.0,436.1000061035156,145.80999755859375,285.4200134277344,438.44000244140625,64786600,17879000,58053900
2021-08-04,143.2397918701172,274.96270751953125,410.28424072265625,146.9499969482422,286.510009765625,438.9800109863281,147.7899932861328,287.5899963378906,441.1199951171875,146.27999877929688,284.6499938964844,438.7300109863281,147.27000427246094,286.2200012207031,439.7799987792969,56368300,16191300,46732200
2021-08-05,143.3470001220703,277.8514404296875,412.88250732421875,147.05999755859375,289.5199890136719,441.760009765625,147.83999633789062,289.6300048828125,441.8500061035156,146.1699981689453,286.1000061035156,439.8800048828125,146.97999572753906,286.8800048828125,440.2200012207031,46397700,13900200,38969700
2021-08-06,142.6636505126953,277.7938232421875,413.56475830078125,146.13999938964844,289.4599914550781,442.489990234375,147.11000061035156,289.5,442.94000244140625,145.6300048828125,287.6199951171875,441.79998779296875,146.35000610351562,288.510009765625,442.1000061035156,54126800,16589300,46930000
2021-08-09,142.6148681640625,276.7093505859375,413.22833251953125,146.08999633789062,288.3299865722656,442.1300048828125,146.6999969482422,291.54998779296875,442.79998779296875,145.52000427246094,287.80999755859375,441.30999755859375,146.1999969482422,289.75,442.4599914550781,48908700,16117600,41222600
2021-08-10,142.13653564453125,274.89556884765625,413.7423095703125,145.60000610351562,286.44000244140625,442.67999267578125,147.7100067138672,289.25,443.44000244140625,145.3000030517578,285.20001220703125,441.8800048828125,146.44000244140625,288.79998779296875,442.6099853515625,69023100,18616600,43339300
2021-08-11,142.3903045654297,275.3850402832031,414.77044677734375,145.86000061035156,286.95001220703125,443.7799987792969,146.72000122070312,288.6600036621094,443.8800048828125,145.52999877929688,285.8599853515625,442.6199951171875,146.0500030517578,287.2099914550781,443.82000732421875,48493500,13955900,44034300
2021-08-12,145.34825134277344,278.1296691894531,416.0135192871094,148.88999938964844,289.80999755859375,445.1099853515625,149.0500030517578,289.9700012207031,445.260009765625,145.83999633789062,286.3399963378906,442.6600036621094,146.19000244140625,286.6300048828125,443.6199951171875,72282600,14561300,38909400
2021-08-13,145.55325317382812,281.04718017578125,416.7705383300781,149.10000610351562,292.8500061035156,445.9200134277344,149.44000244140625,292.8999938964844,445.94000244140625,148.27000427246094,289.29998779296875,445.07000732421875,148.97000122070312,289.4800109863281,445.5899963378906,59375000,18249000,39470300
2021-08-16,147.52517700195312,282.72662353515625,417.7519226074219,151.1199951171875,294.6000061035156,446.9700012207031,151.19000244140625,294.82000732421875,447.1099853515625,146.47000122070312,290.0199890136719,442.8699951171875,148.5399932861328,293.19000244140625,444.5299987792969,103296000,22507600,73740000
2021-08-17,146.61734008789062,281.26788330078125,415.0133972167969,150.19000244140625,293.0799865722656,444.0400085449219,151.67999267578125,293.42999267578125,444.9599914550781,149.08999633789062,291.0799865722656,440.8500061035156,150.22999572753906,292.3900146484375,444.239990234375,92229700,20075300,92673900
2021-08-18,142.87844848632812,279.54681396484375,410.4710388183594,146.36000061035156,290.7300109863281,439.17999267578125,150.72000122070312,294.82000732421875,444.6300048828125,146.14999389648438,290.2699890136719,438.9200134277344,149.8000030517578,292.0400085449219,442.9599914550781,86326000,21813000,89351900
2021-08-19,143.2103271484375,285.3544006347656,411.106689453125,146.6999969482422,296.7699890136719,439.8599853515625,148.0,297.4700012207031,441.1400146484375,144.5,288.6400146484375,436.1199951171875,145.02999877929688,288.69000244140625,436.2699890136719,86960300,29850500,92812200
2021-08-20,144.6649169921875,292.6524353027344,414.3778991699219,148.19000244140625,304.3599853515625,443.3599853515625,148.5,305.8399963378906,443.7099914550781,146.77999877929688,298.05999755859375,439.7099914550781,147.44000244140625,299.7200012207031,440.2300109863281,60549600,40817600,72008700
2021-08-23,146.14874267578125,292.9312744140625,418.0229187011719,149.7100067138672,304.6499938964844,447.260009765625,150.19000244140625,305.3999938964844,448.2300109863281,147.88999938964844,301.8500061035156,443.44000244140625,148.30999755859375,303.25,445.1600036621094,60131800,22830200,54973000
2021-08-24,146.06088256835938,290.9794006347656,418.6865539550781,149.6199951171875,302.6199951171875,447.9700012207031,150.86000061035156,305.6499938964844,448.5400085449219,149.14999389648438,302.0,447.4200134277344,149.4499969482422,305.0199890136719,447.9700012207031,48606400,18175800,38744700
2021-08-25,144.83087158203125,290.3929443359375,419.5650939941406,148.36000061035156,302.010009765625,448.9100036621094,150.32000732421875,304.5899963378906,449.4599914550781,147.8000030517578,300.4200134277344,447.7699890136719,149.80999755859375,304.29998779296875,448.1700134277344,58991300,20006100,40529700
2021-08-26,144.03036499023438,287.5852355957031,417.08831787109375,147.5399932861328,299.0899963378906,446.260009765625,149.1199951171875,302.42999267578125,448.8599853515625,147.50999450683594,298.95001220703125,446.1600036621094,148.35000610351562,300.989990234375,448.6099853515625,48597200,17666100,57829600
2021-08-27,145.06517028808594,288.1910095214844,420.81744384765625,148.60000610351562,299.7200012207031,450.25,148.75,300.8699951171875,450.6499938964844,146.8300018310547,296.8299865722656,447.05999755859375,147.47999572753906,298.989990234375,447.1199951171875,55802400,22605700,77235100
2021-08-30,149.47760009765625,291.91204833984375,422.66802978515625,153.1199951171875,303.5899963378906,452.2300109863281,153.49000549316406,304.2200012207031,453.07000732421875,148.61000061035156,301.05999755859375,450.7099914550781,149.0,301.1199951171875,450.9700012207031,90956700,16348100,48357400
2021-08-31,148.2183380126953,290.2679138183594,422.04180908203125,151.8300018310547,301.8800048828125,451.55999755859375,152.8000030517578,304.5,452.489990234375,151.2899932861328,301.5,450.9200134277344,152.66000366210938,304.4200134277344,452.1300048828125,86453100,26285300,59300200
2021-09-01,148.88214111328125,290.21978759765625,422.26617431640625,152.50999450683594,301.8299865722656,451.79998779296875,154.97999572753906,305.19000244140625,453.1099853515625,152.33999633789062,301.489990234375,451.54998779296875,152.8300018310547,302.8699951171875,452.55999755859375,80313700,18983800,48721400
2021-09-02,149.99502563476562,289.56597900390625,423.5653076171875,153.64999389648438,301.1499938964844,453.19000244140625,154.72000122070312,303.3599853515625,454.04998779296875,152.39999389648438,300.17999267578125,451.9100036621094,153.8699951171875,302.20001220703125,453.32000732421875,71115500,16285600,42501000
2021-09-03,150.6295623779297,289.5563659667969,423.4624328613281,154.3000030517578,301.1400146484375,453.0799865722656,154.6300048828125,302.6000061035156,453.6300048828125,153.08999633789062,300.260009765625,451.54998779296875,153.75999450683594,300.989990234375,451.9800109863281,57808700,14747900,47170500
2021-09-07,152.9627227783203,288.6332092285156,421.9483947753906,156.69000244140625,300.17999267578125,451.4599914550781,157.25999450683594,301.0899963378906,452.80999755859375,154.38999938964844,298.20001220703125,450.739990234375,154.97000122070312,301.010009765625,452.7099914550781,82278300,17180400,51671500
2021-09-08,151.42031860351562,288.6620788574219,421.4343566894531,155.11000061035156,300.2099914550781,450.9100036621094,157.0399932861328,300.6099853515625,451.6700134277344,153.97999572753906,297.4700012207031,448.8599853515625,156.97999572753906,299.7799987792969,450.8900146484375,74420200,15046800,56181900
2021-09-09,150.40501403808594,285.81591796875,419.6305236816406,154.07000732421875,297.25,448.9800109863281,156.11000061035156,302.1400146484375,452.57000732421875,153.9499969482422,297.0,448.7200012207031,155.49000549316406,300.82000732421875,450.70001220703125,57305700,19927000,57970400
2021-09-10,145.4263458251953,284.33526611328125,416.3218994140625,148.97000122070312,295.7099914550781,445.44000244140625,155.47999572753906,299.9200134277344,451.489990234375,148.6999969482422,295.3800048828125,445.30999755859375,155.0,298.4200134277344,451.0400085449219,140893200,19633400,89948200
2021-09-13,145.9925537109375,285.5660095214844,417.38739013671875,149.5500030517578,296.989990234375,446.5799865722656,151.4199981689453,298.5400085449219,448.9200134277344,148.75,294.0799865722656,444.1099853515625,150.6300048828125,297.54998779296875,448.6400146484375,102404300,23652900,83738600
2021-09-14,144.59658813476562,288.25830078125,415.135009765625,148.1199951171875,299.7900085449219,444.1700134277344,151.07000732421875,301.3900146484375,448.3399963378906,146.91000366210938,298.1000061035156,443.2200012207031,150.35000610351562,299.55999755859375,448.1199951171875,109296300,21853400,78197100
2021-09-15,145.4849395751953,293.0947570800781,418.60235595703125,149.02999877929688,304.82000732421875,447.8800048828125,149.44000244140625,305.32000732421875,448.4100036621094,146.3699951171875,301.82000732421875,443.44000244140625,148.55999755859375,303.260009765625,444.6199951171875,83281300,28356300,78792200
2021-09-16,145.25062561035156,293.4794616699219,417.9388122558594,148.7899932861328,305.2200012207031,447.1700134277344,148.97000122070312,305.30999755859375,448.3599853515625,147.22000122070312,300.760009765625,444.0199890136719,148.44000244140625,303.760009765625,447.32000732421875,68034100,19550800,77786700
2021-09-17,142.5855712890625,288.3351745605469,413.8676452636719,146.05999755859375,299.8699951171875,441.3999938964844,148.82000732421875,304.5,445.3699951171875,145.75999450683594,299.5299987792969,441.0199890136719,148.82000732421875,304.1700134277344,444.9200134277344,129868800,41372500,118425000
2021-09-20,139.53981018066406,282.9794616699219,406.9667053222656,142.94000244140625,294.29998779296875,434.0400085449219,144.83999633789062,298.7200012207031,436.55999755859375,141.27000427246094,289.5199890136719,428.8599853515625,143.8000030517578,296.3299865722656,434.8800048828125,123478900,38278700,166445500
2021-09-21,140.0181427001953,283.4601745605469,406.5823059082031,143.42999267578125,294.79998779296875,433.6300048828125,144.60000610351562,297.5400085449219,437.9100036621094,142.77999877929688,294.07000732421875,433.07000732421875,143.92999267578125,295.69000244140625,436.5299987792969,75834000,22364100,92526100
2021-09-22,142.38058471679688,287.0948181152344,410.5484313964844,145.85000610351562,298.5799865722656,437.8599853515625,146.42999267578125,300.2200012207031,440.0299987792969,143.6999969482422,294.510009765625,433.75,144.4499969482422,296.7300109863281,436.04998779296875,76404300,26626300,102350100
2021-09-23,143.3372802734375,288.03717041015625,415.53656005859375,146.8300018310547,299.55999755859375,443.17999267578125,147.0800018310547,300.8999938964844,444.8900146484375,145.63999938964844,297.5299987792969,439.6000061035156,146.64999389648438,298.8500061035156,439.8500061035156,64838200,18604600,76396000
2021-09-24,143.4250946044922,287.8351745605469,416.22113037109375,146.9199981689453,299.3500061035156,443.9100036621094,147.47000122070312,299.79998779296875,444.6700134277344,145.55999755859375,296.92999267578125,441.2099914550781,145.66000366210938,298.2300109863281,441.44000244140625,53477900,14999000,62094800
2021-09-27,141.91200256347656,282.8545227050781,415.0303039550781,145.3699951171875,294.1700134277344,442.6400146484375,145.9600067138672,296.4700012207031,444.04998779296875,143.82000732421875,292.94000244140625,441.8999938964844,145.47000122070312,296.1400146484375,442.80999755859375,74150700,23571700,61371100
2021-09-28,138.53427124023438,272.6141052246094,406.666748046875,141.91000366210938,283.5199890136719,433.7200012207031,144.75,290.7799987792969,440.0400085449219,141.69000244140625,282.75,432.94000244140625,143.25,289.79998779296875,439.69000244140625,108972300,43186200,130436300
2021-09-29,139.43240356445312,273.07568359375,407.3511047363281,142.8300018310547,284.0,434.45001220703125,144.4499969482422,286.7699890136719,437.0400085449219,142.02999877929688,283.010009765625,433.8500061035156,142.47000122070312,285.1000061035156,435.19000244140625,74602000,26353700,82329200
2021-09-30,138.13404846191406,271.0756530761719,402.37237548828125,141.5,281.9200134277344,429.1400146484375,144.3800048828125,287.8299865722656,436.7699890136719,141.27999877929688,281.6199951171875,428.7799987792969,143.66000366210938,285.7099914550781,436.0199890136719,89056700,32343600,140506000
2021-10-01,139.25669860839844,277.9794921875,407.1543273925781,142.64999389648438,289.1000061035156,434.239990234375,142.9199981689453,289.9800109863281,436.0299987792969,139.11000061035156,281.2900085449219,427.2300109863281,141.89999389648438,282.1199951171875,430.9800109863281,94639600,30086300,129240100
2021-10-04,135.8301544189453,272.2198791503906,401.9035949707031,139.13999938964844,283.1099853515625,428.6400146484375,142.2100067138672,287.75,433.9599914550781,138.27000427246094,280.25,426.3599853515625,141.75999450683594,287.3999938964844,433.0,98322000,31350700,128570000
2021-10-05,137.7533416748047,277.6525573730469,406.0853576660156,141.11000061035156,288.760009765625,433.1000061035156,142.24000549316406,290.3999938964844,435.489990234375,139.36000061035156,284.04998779296875,429.3900146484375,139.49000549316406,284.04998779296875,430.239990234375,80861100,24993000,90682500
2021-10-06,138.6221466064453,281.8352355957031,407.7730712890625,142.0,293.1099853515625,434.8999938964844,142.14999389648438,293.6300048828125,435.1199951171875,138.3699951171875,285.510009765625,427.5400085449219,139.47000122070312,285.7799987792969,429.2699890136719,83221100,28002600,113032200
2021-10-07,139.88145446777344,283.5083312988281,411.29852294921875,143.2899932861328,294.8500061035156,438.6600036621094,144.22000122070312,296.6400146484375,441.67999267578125,142.72000122070312,293.9200134277344,438.20001220703125,143.05999755859375,295.17999267578125,438.3900146484375,61732700,20430500,72437500
2021-10-08,139.50071716308594,283.5083312988281,410.5484313964844,142.89999389648438,294.8500061035156,437.8599853515625,144.17999267578125,296.6400146484375,439.8900146484375,142.55999755859375,293.760009765625,437.19000244140625,144.02999877929688,296.2200012207031,439.4800109863281,58773200,17685700,74557400
2021-10-11,139.41287231445312,282.91217041015625,407.5761413574219,142.80999755859375,294.2300109863281,434.69000244140625,144.80999755859375,297.9700012207031,440.260009765625,141.80999755859375,292.75,434.6199951171875,142.27000427246094,292.9200134277344,437.1600036621094,64452200,19298600,65233300
2021-10-12,138.14382934570312,281.6140441894531,406.5729064941406,141.50999450683594,292.8800048828125,433.6199951171875,143.25,295.44000244140625,436.1000061035156,141.0399932861328,292.3500061035156,432.7799987792969,143.22999572753906,295.3399963378906,435.6700134277344,73035900,17974100,71181200
2021-10-13,137.55809020996094,284.9121398925781,408.0356750488281,140.91000366210938,296.30999755859375,435.17999267578125,141.39999389648438,297.2799987792969,436.04998779296875,139.1999969482422,293.489990234375,431.5400085449219,141.24000549316406,294.9100036621094,434.7099914550781,78762700,23416300,72974000
2021-10-14,140.3402862548828,291.10443115234375,414.8990478515625,143.75999450683594,302.75,442.5,143.8800048828125,303.2699890136719,442.6600036621094,141.50999450683594,297.8299865722656,438.5799865722656,142.11000061035156,299.2099914550781,439.0799865722656,69907100,27262900,70236800
2021-10-15,141.39456176757812,292.50823974609375,418.058837890625,144.83999633789062,304.2099914550781,445.8699951171875,144.89999389648438,304.45001220703125,446.260009765625,143.50999450683594,300.5199890136719,444.0899963378906,143.77000427246094,302.3399963378906,444.75,67940300,25384800,66260200
2021-10-18,143.06394958496094,295.4698181152344,419.2965393066406,146.5500030517578,307.2900085449219,447.19000244140625,146.83999633789062,308.2099914550781,447.54998779296875,143.16000366210938,302.69000244140625,443.2699890136719,143.4499969482422,303.57000732421875,443.9700012207031,85589200,22729300,62213200
2021-10-19,145.2213592529297,296.37359619140625,422.5313415527344,148.75999450683594,308.2300109863281,450.6400146484375,149.1699981689453,309.29998779296875,450.7099914550781,146.5500030517578,307.2200012207031,448.2699890136719,147.00999450683594,308.3500061035156,448.9200134277344,76378900,17682100,46996800
2021-10-20,145.70944213867188,295.5852355957031,424.19085693359375,149.25999450683594,307.4100036621094,452.4100036621094,149.75,309.70001220703125,452.7300109863281,148.1199951171875,306.1099853515625,451.010009765625,148.6999969482422,309.2099914550781,451.1300048828125,58418800,16537100,49571600
2021-10-21,145.9241943359375,298.8062744140625,425.29730224609375,149.47999572753906,310.760009765625,453.5899963378906,149.63999938964844,311.0199890136719,453.8299865722656,147.8699951171875,306.3599853515625,451.30999755859375,148.80999755859375,307.1700134277344,451.7699890136719,61421000,16918100,41305400
2021-10-22,145.1529998779297,297.2677917480469,424.85662841796875,148.69000244140625,309.1600036621094,453.1199951171875,150.17999267578125,311.0899963378906,454.6700134277344,148.63999938964844,307.79998779296875,451.04998779296875,149.69000244140625,310.3999938964844,453.1300048828125,58883400,17449300,58845100
2021-10-25,145.10421752929688,296.2774658203125,427.1350402832031,148.63999938964844,308.1300048828125,455.54998779296875,149.3699951171875,309.3999938964844,455.8999938964844,147.6199951171875,306.4599914550781,452.3900146484375,148.67999267578125,309.3599853515625,454.2799987792969,50720600,17554500,45214500
2021-10-26,145.7680206298828,298.18133544921875,427.5194396972656,149.32000732421875,310.1099853515625,455.9599914550781,150.83999633789062,312.3999938964844,458.489990234375,149.00999450683594,308.6000061035156,455.55999755859375,149.3300018310547,311.0,457.20001220703125,60893400,28107300,56075100
2021-10-27,145.30921936035156,310.73895263671875,425.62548828125,148.85000610351562,323.1700134277344,453.94000244140625,149.72999572753906,326.1000061035156,457.1600036621094,148.49000549316406,316.0,453.8599853515625,149.36000061035156,316.0,456.45001220703125,56094900,52588700,72438000
2021-10-28,148.9407196044922,311.8735656738281,429.7322998046875,152.57000732421875,324.3500061035156,458.32000732421875,153.1699981689453,324.8699951171875,458.3999938964844,149.72000122070312,321.3599853515625,455.45001220703125,149.82000732421875,324.3299865722656,455.4599914550781,100077900,26297900,51437900
2021-10-29,146.236572265625,318.8638610839844,430.60430908203125,149.8000030517578,331.6199951171875,459.25,149.94000244140625,332.0,459.55999755859375,146.41000366210938,323.8999938964844,455.55999755859375,147.22000122070312,324.1300048828125,455.8699951171875,124953200,34766000,70162400
2021-11-01,145.4165802001953,316.7004089355469,431.3450012207031,148.9600067138672,329.3699951171875,460.0400085449219,149.6999969482422,331.489990234375,460.70001220703125,147.8000030517578,326.3699951171875,458.20001220703125,148.99000549316406,331.3599853515625,460.29998779296875,74588300,27073200,48433600
2021-11-02,146.45140075683594,320.3157958984375,433.0889892578125,150.02000427246094,333.1300048828125,461.8999938964844,151.57000732421875,333.45001220703125,462.2300109863281,148.64999389648438,330.0,460.0799865722656,148.66000366210938,330.30999755859375,460.2200012207031,69122000,26487100,48908400
2021-11-03,147.8864288330078,321.15234375,435.7330627441406,151.49000549316406,334.0,464.7200012207031,151.97000122070312,334.8999938964844,465.1499938964844,149.82000732421875,330.6499938964844,460.8299865722656,150.38999938964844,333.8999938964844,461.29998779296875,54511500,21500100,52509800
2021-11-04,147.36898803710938,323.4985046386719,437.7864074707031,150.9600067138672,336.44000244140625,466.9100036621094,152.42999267578125,336.5400085449219,467.0,150.63999938964844,329.510009765625,464.989990234375,151.5800018310547,332.8900146484375,465.3599853515625,60394600,23992200,52847100
2021-11-05,147.8969268798828,323.1331481933594,439.3053894042969,151.27999877929688,336.05999755859375,468.5299987792969,152.1999969482422,338.7900085449219,470.6499938964844,150.05999755859375,334.4200134277344,466.9200134277344,151.88999938964844,338.510009765625,469.2799987792969,65463900,22570100,66390600
2021-11-08,147.07571411132812,324.02728271484375,439.6805114746094,150.44000244140625,336.989990234375,468.92999267578125,151.57000732421875,337.6499938964844,470.2300109863281,150.16000366210938,334.44000244140625,468.20001220703125,151.41000366210938,337.29998779296875,469.70001220703125,55020900,20897000,50405200
2021-11-09,147.43743896484375,323.0273742675781,438.22723388671875,150.80999755859375,335.95001220703125,467.3800048828125,151.42999267578125,338.7200012207031,469.57000732421875,150.05999755859375,334.5299987792969,465.8800048828125,150.1999969482422,337.1099853515625,469.32000732421875,56787900,21307400,51149100
2021-11-10,144.61209106445312,318.0754089355469,434.7016906738281,147.9199981689453,330.79998779296875,463.6199951171875,150.1300048828125,334.6300048828125,467.3800048828125,147.85000610351562,329.9200134277344,462.0400085449219,150.02000427246094,334.57000732421875,465.5799865722656,65187100,25500900,69429700
2021-11-11,144.56320190429688,319.6427001953125,434.84234619140625,147.8699951171875,332.42999267578125,463.7699890136719,149.42999267578125,333.7699890136719,465.2900085449219,147.67999267578125,330.510009765625,463.75,148.9600067138672,331.25,465.2099914550781,41000000,16849800,34848500
2021-11-12,146.63580322265625,323.7677917480469,438.1239929199219,149.99000549316406,336.7200012207031,467.2699890136719,150.39999389648438,337.2300109863281,467.8599853515625,147.47999572753906,333.7900085449219,464.1099853515625,148.42999267578125,333.9200134277344,465.1199951171875,63804000,23831000,53466700
2021-11-15,146.6455535888672,323.1427917480469,438.2740173339844,150.0,336.07000732421875,467.42999267578125,151.8800048828125,337.8800048828125,468.80999755859375,149.42999267578125,334.0299987792969,466.2300109863281,150.3699951171875,337.5400085449219,468.6400146484375,59222800,16723000,46980500
2021-11-16,147.62318420410156,326.450439453125,440.0086364746094,151.0,339.510009765625,469.2799987792969,151.49000549316406,340.6700134277344,470.489990234375,149.33999633789062,335.510009765625,467.07000732421875,149.94000244140625,335.67999267578125,467.1499938964844,59256200,20886800,48857500
2021-11-17,150.05751037597656,326.6719665527344,438.93975830078125,153.49000549316406,339.1199951171875,468.1400146484375,155.0,342.19000244140625,469.19000244140625,150.99000549316406,338.0,467.4800109863281,151.0,338.94000244140625,469.0,88807000,19053400,47858300
2021-11-18,154.33958435058594,328.7430114746094,440.43060302734375,157.8699951171875,341.2699890136719,469.7300109863281,158.6699981689453,342.45001220703125,470.010009765625,153.0500030517578,337.1199951171875,466.3399963378906,153.7100067138672,338.17999267578125,469.239990234375,137827700,22463500,50625600
2021-11-19,156.95965576171875,330.5154724121094,439.64306640625,160.5500030517578,343.1099853515625,468.8900146484375,161.02000427246094,345.1000061035156,470.94000244140625,156.52999877929688,342.20001220703125,468.5,157.64999389648438,342.6400146484375,469.6099853515625,117305600,21963400,57315600
2021-11-22,157.41908264160156,327.3559265136719,438.4053955078125,161.02000427246094,339.8299865722656,467.57000732421875,165.6999969482422,349.6700134277344,473.5400085449219,161.0,339.54998779296875,467.3500061035156,161.67999267578125,344.6199951171875,470.8900146484375,117467900,31031100,72762000
2021-11-23,157.80038452148438,325.28485107421875,438.98663330078125,161.41000366210938,337.67999267578125,468.19000244140625,161.8000030517578,339.45001220703125,469.1000061035156,159.05999755859375,333.55999755859375,464.45001220703125,161.1199951171875,337.04998779296875,467.2200012207031,96041900,30427600,73206500
